
Dump of file C:\Windows\System32\user32.dll

File Type: DLL

  Section contains the following exports for USER32.dll

    00000000 characteristics
    E1C9E1A1 time date stamp
        0.00 version
        1502 ordinal base
        1215 number of functions
        1005 number of names

    ordinal hint RVA      name

       2110  25B 0002FC20 LoadImageA
       2111  25C 00016B40 LoadImageW
       2112  25D 000884A0 LoadKeyboardLayoutA
       2113  25E 00088530 LoadKeyboardLayoutEx
       2114  25F 0001CFF0 LoadKeyboardLayoutW
       2115  260 0002CDC0 LoadLocalFonts
       2116  261 0004F800 LoadMenuA
       2117  262 00021E80 LoadMenuIndirectA
       2118  263 00021E80 LoadMenuIndirectW
       2119  264 00021DC0 LoadMenuW
       2120  265 0002CD40 LoadRemoteFonts
       2121  266 000511B0 LoadStringA
       2122  267 00027FC0 LoadStringW
       2123  268 00088560 LockSetForegroundWindow
       2124  269 00034530 LockWindowStation
       2125  26A 00034540 LockWindowUpdate
       2126  26B 00034550 LockWorkStation
       2127  26C 00034570 LogicalToPhysicalPoint
       2128  26D 00034580 LogicalToPhysicalPointForPerMonitorDPI
       2129  26E 00051240 LookupIconIdFromDirectory
       2130  26F 00025940 LookupIconIdFromDirectoryEx
       2131  270 00024060 MBToWCSEx
       2132  271 00024030 MBToWCSExt
       2133  272 0007ABE0 MB_GetString
       2134  273 0002CE60 MITGetCursorUpdateHandle
       2135  274 0002CEC0 MITSetForegroundRoutingInfo
       2136  275 0002B690 MITSetInputDelegationMode
       2137  276 0007E040 MITSetLastInputRecipient
       2138  277 0007E060 MITSynthesizeTouchInput
       2139  278 0002AFB0 MakeThreadTSFEventAware
       2140  279 00031650 MapDialogRect
       2141  27A 00034590 MapPointsByVisualIdentifier
       2142  27B 00084A20 MapVirtualKeyA
       2143  27C 00084A90 MapVirtualKeyExA
       2144  27D 0002AF90 MapVirtualKeyExW
       2145  27E 00027E80 MapVirtualKeyW
       2146  27F 000345A0 MapVisualRelativePoints
       2147  280 0000BA60 MapWindowPoints
       2148  281 000345B0 MenuItemFromPoint
       2149  282 0004FFA0 MenuWindowProcA
       2150  283 00050020 MenuWindowProcW
       2151  284 00088580 MessageBeep
       2152  285 0007AC10 MessageBoxA
       2153  286 0007AC70 MessageBoxExA
       2154  287 0007ACA0 MessageBoxExW
       2155  288 0007ACD0 MessageBoxIndirectA
       2156  289 0007AE80 MessageBoxIndirectW
       2157  28A 0007AF40 MessageBoxTimeoutA
       2158  28B 0007B0B0 MessageBoxTimeoutW
       2159  28C 0007B290 MessageBoxW
       2160  28D 0008B960 ModifyMenuA
       2161  28E 00031C80 ModifyMenuW
       2162  28F 000294C0 MonitorFromPoint
       2163  290 00013750 MonitorFromRect
       2164  291 000210E0 MonitorFromWindow
       2165  292 000345C0 MoveWindow
       2166  293 000206C0 MsgWaitForMultipleObjects
       2167  294 000206F0 MsgWaitForMultipleObjectsEx
       2168  295 000885A0 NotifyOverlayWindow
       2169  296 00004AA0 NotifyWinEvent
       2170  297 0007CD20 OemKeyScan
       2171  298 0007CDB0 OemToCharA
       2172  299 0007CE00 OemToCharBuffA
       2173  29A 0007CE50 OemToCharBuffW
       2174  29B 0007CEA0 OemToCharW
       2175  29C 0000AE80 OffsetRect
       2176  29D 0002B810 OpenClipboard
       2177  29E 0001B4E0 OpenDesktopA
       2178  29F 0001A610 OpenDesktopW
       2179  2A0 000885C0 OpenIcon
       2180  2A1 000345E0 OpenInputDesktop
       2181  2A2 000345F0 OpenThreadDesktop
       2182  2A3 0001C510 OpenWindowStationA
       2183  2A4 0001B470 OpenWindowStationW
       2184  2A5 00059420 PackDDElParam
       2185  2A6 00080E70 PackTouchHitTestingProximityEvaluation
       2186  2A7 0007C740 PaintDesktop
       2187  2A8 00034600 PaintMenuBar
       2188  2A9 00034610 PaintMonitor
       2189  2AA 00009980 PeekMessageA
       2190  2AB 0000A3E0 PeekMessageW
       2191  2AC 00034630 PhysicalToLogicalPoint
       2192  2AD 00034640 PhysicalToLogicalPointForPerMonitorDPI
       2193  2AE 00029810 PostMessageA
       2194  2AF 00021040 PostMessageW
       2195  2B0 0002B960 PostQuitMessage
       2196  2B1 00032110 PostThreadMessageA
       2197  2B2 00027E10 PostThreadMessageW
       2198  2B3 00034650 PrintWindow
       2199  2B4 00069C60 PrivateExtractIconExA
       2200  2B5 00069CF0 PrivateExtractIconExW
       2201  2B6 00069E90 PrivateExtractIconsA
       2202  2B7 0001BA20 PrivateExtractIconsW
       2203  2B8 00051260 PrivateRegisterICSProc
       2204  2B9 00013720 PtInRect
       2205  2BA 00034690 QueryBSDRWindow
       2206  2BB 000265C0 QueryDisplayConfig
       2207  2BC 000346A0 QuerySendMessage
       2208  2BD 000346B0 RIMAddInputObserver
       2209  2BE 000346C0 RIMAreSiblingDevices
       2210  2BF 000346D0 RIMDeviceIoControl
       2211  2C0 000346E0 RIMEnableMonitorMappingForDevice
       2212  2C1 000346F0 RIMFreeInputBuffer
       2213  2C2 00034700 RIMGetDevicePreparsedData
       2214  2C3 00034710 RIMGetDevicePreparsedDataLockfree
       2215  2C4 00034720 RIMGetDeviceProperties
       2216  2C5 00034730 RIMGetDevicePropertiesLockfree
       2217  2C6 00034740 RIMGetPhysicalDeviceRect
       2218  2C7 00034750 RIMGetSourceProcessId
       2219  2C8 00034760 RIMObserveNextInput
       2220  2C9 00034770 RIMOnPnpNotification
       2221  2CA 00034780 RIMOnTimerNotification
       2222  2CB 00034790 RIMQueryDevicePath
       2223  2CC 000347A0 RIMReadInput
       2224  2CD 000347B0 RIMRegisterForInput
       2225  2CE 000347C0 RIMRemoveInputObserver
       2226  2CF 000347D0 RIMSetExtendedDeviceProperty
       2227  2D0 000347E0 RIMSetTestModeStatus
       2228  2D1 000347F0 RIMUnregisterForInput
       2229  2D2 00034800 RIMUpdateInputObserverRegistration
       2230  2D3 00034810 RealChildWindowFromPoint
       2231  2D4 00084B80 RealGetWindowClass
       2232  2D5 00084B80 RealGetWindowClassA
       2233  2D6 00023D90 RealGetWindowClassW
       2234  2D7 0007DED0 ReasonCodeNeedsBugID
       2235  2D8 0007DEE0 ReasonCodeNeedsComment
       2236  2D9 00032BD0 RecordShutdownReason
       2237  2DA 00034820 RedrawWindow
       2238  2DB 00034830 RegisterBSDRWindow
       2239  2DC 00002AD0 RegisterClassA
       2240  2DD 0008B9E0 RegisterClassExA
       2241  2DE 000072C0 RegisterClassExW
       2242  2DF 000072F0 RegisterClassW
       2243  2E0 00003140 RegisterClipboardFormatA
       2244  2E1 00026AF0 RegisterClipboardFormatW
       2245  2E2 00034840 RegisterDManipHook
       2246  2E3 0002BA40 RegisterDeviceNotificationA
       2247  2E4 0002BA40 RegisterDeviceNotificationW
       2248  2E5 00034850 RegisterErrorReportingDialog
       2249  2E6 00088650 RegisterFrostWindow
       2250  2E7 00088670 RegisterGhostWindow
       2251  2E8 00034860 RegisterHotKey
       2252  2E9 0002CA70 RegisterLogonProcess
       2253  2EA 0002BCA0 RegisterMessagePumpHook
       2254  2EB 00034870 RegisterPointerDeviceNotifications
       2255  2EC 00050620 RegisterPointerInputTarget
       2256  2ED 000500C0 RegisterPointerInputTargetEx
       2257  2EE 0002A160 RegisterPowerSettingNotification
       2258  2EF 00034880 RegisterRawInputDevices
       2259  2F0 00034890 RegisterServicesProcess
       2260  2F1 000348A0 RegisterSessionPort
       2261  2F2 0002CB20 RegisterShellHookWindow
       2262  2F3 0007C990 RegisterSuspendResumeNotification
       2263  2F4 000323E0 RegisterSystemThread
       2264  2F5 000348C0 RegisterTasklist
       2265  2F6 000348D0 RegisterTouchHitTestingWindow
       2266  2F7 0007CA00 RegisterTouchWindow
       2267  2F8 0002C540 RegisterUserApiHook
       2268  2F9 00003140 RegisterWindowMessageA
       2269  2FA 00026AF0 RegisterWindowMessageW
       2270  2FB 0002C460 ReleaseCapture
       2271  2FC 00023B40 ReleaseDC
       2272  2FD 000348F0 ReleaseDwmHitTestWaiters
       2273  2FE 0002CE20 RemoveClipboardFormatListener
       2274  2FF 00033C00 RemoveInjectionDevice
       2275  300 00034900 RemoveMenu
       2276  301 00084C50 RemovePropA
       2277  302 00025F70 RemovePropW
       2278  303 00081700 RemoveThreadTSFEventAwareness
       2279  304 00034910 RemoveVisualIdentifier
       2280  305 000297A0 ReplyMessage
       2551  306 00001E60 ReportInertia
       2281  307 00034930 ResolveDesktopForWOW
       2282  308 000594A0 ReuseDDElParam
       2283  309 00011D60 ScreenToClient
       2284  30A 00077B60 ScrollChildren
       2285  30B 00026C30 ScrollDC
       2286  30C 000886D0 ScrollWindow
       2287  30D 00026980 ScrollWindowEx
       2288  30E 0008BA30 SendDlgItemMessageA
       2289  30F 00001420 SendDlgItemMessageW
       2290  310 000851C0 SendIMEMessageExA
       2291  311 000851E0 SendIMEMessageExW
       2292  312 00034960 SendInput
       2293  313 00009730 SendMessageA
       2294  314 00084CF0 SendMessageCallbackA
       2295  315 00027D50 SendMessageCallbackW
       2296  316 000310A0 SendMessageTimeoutA
       2297  317 00020A80 SendMessageTimeoutW
       2298  318 0000D5B0 SendMessageW
       2299  319 00030B30 SendNotifyMessageA
       2300  31A 00029320 SendNotifyMessageW
       2301  31B 000349A0 SetActiveWindow
       2302  31C 000349F0 SetCapture
       2303  31D 0002AF70 SetCaretBlinkTime
       2304  31E 0002B6B0 SetCaretPos
       2305  31F 00084D80 SetClassLongA
       2306  320 00084DA0 SetClassLongPtrA
       2307  321 0002C940 SetClassLongPtrW
       2308  322 000323C0 SetClassLongW
       2309  323 00034A10 SetClassWord
       2310  324 0002FF30 SetClipboardData
       2311  325 00032430 SetClipboardViewer
       2312  326 00034A20 SetCoalescableTimer
       2571  327 00034A30 SetCoreWindow
       2313  328 0002B120 SetCursor
       2314  329 00034A50 SetCursorContents
       2315  32A 00034A70 SetCursorPos
       2316  32B 0002CEB0 SetDebugErrorLevel
       2317  32C 00088730 SetDeskWallpaper
       2318  32D 00034A80 SetDesktopColorTransform
       2319  32E 00034AA0 SetDialogControlDpiChangeBehavior
       2320  32F 0005A110 SetDialogDpiChangeBehavior
       2321  330 00034AB0 SetDisplayAutoRotationPreferences
       2322  331 0008D160 SetDisplayConfig
       2323  332 00001560 SetDlgItemInt
       2324  333 0008BA80 SetDlgItemTextA
       2325  334 000891A0 SetDlgItemTextW
       2326  335 00088750 SetDoubleClickTime
       2327  336 00034AE0 SetFeatureReportResponse
       2328  337 00034AF0 SetFocus
       2329  338 0002BC80 SetForegroundWindow
       2330  339 00034B10 SetFullscreenMagnifierOffsetsDWMUpdated
       2331  33A 00034B20 SetGestureConfig
       2332  33B 00034B60 SetInternalWindowPos
       2333  33C 00034B70 SetKeyboardState
       2334  33D 0007CF00 SetLastErrorEx
       2335  33E 00034B80 SetLayeredWindowAttributes
       2336  33F 00075DA0 SetMagnificationDesktopColorEffect
       2337  340 00075E80 SetMagnificationDesktopMagnification
       2338  341 00034B90 SetMagnificationDesktopMagnifierOffsetsDWMUpdated
       2339  342 00075F00 SetMagnificationDesktopSamplingMode
       2340  343 00034BA0 SetMagnificationLensCtxInformation
       2341  344 0002C770 SetMenu
       2342  345 00034BB0 SetMenuContextHelpId
       2343  346 00034BC0 SetMenuDefaultItem
       2344  347 00001770 SetMenuInfo
       2345  348 00001BA0 SetMenuItemBitmaps
       2346  349 0008BAB0 SetMenuItemInfoA
       2347  34A 0001F990 SetMenuItemInfoW
       2348  34B 000500A0 SetMessageExtraInfo
       2349  34C 0002CEE0 SetMessageQueue
       2350  34D 00034BD0 SetMirrorRendering
       2351  34E 0002C300 SetParent
       2352  34F 00034A70 SetPhysicalCursorPos
       2353  350 00034BE0 SetPointerDeviceInputSpace
       2354  351 0001B4C0 SetProcessDPIAware
       2355  352 00088770 SetProcessDefaultLayout
       2356  353 0001A4E0 SetProcessDpiAwarenessContext
       2357  354 0001A490 SetProcessDpiAwarenessInternal
       2358  355 00034C20 SetProcessRestrictionExemption
       2359  356 00034C30 SetProcessWindowStation
       2360  357 00088790 SetProgmanWindow
       2361  358 00084EE0 SetPropA
       2362  359 00023F50 SetPropW
       2363  35A 000239A0 SetRect
       2364  35B 00023980 SetRectEmpty
       2365  35C 00012AD0 SetScrollInfo
       2366  35D 00032320 SetScrollPos
       2367  35E 00030E10 SetScrollRange
       2368  35F 0002CE00 SetShellChangeNotifyWindow
       2369  360 000887B0 SetShellWindow
       2370  361 00034C50 SetShellWindowEx
       2371  362 0002CCF0 SetSysColors
       2372  363 0007CF20 SetSysColorsTemp
       2373  364 0007CA20 SetSystemCursor
       2374  365 00034C60 SetSystemMenu
       2375  366 0002CDA0 SetTaskmanWindow
       2376  367 0002C0B0 SetThreadDesktop
       2377  368 00016C50 SetThreadDpiAwarenessContext
       2378  369 000887F0 SetThreadDpiHostingBehavior
       2379  36A 00034C80 SetThreadInputBlocked
       2380  36B 00023BA0 SetTimer
       2381  36C 000888E0 SetUserObjectInformationA
       2382  36D 00088960 SetUserObjectInformationW
       2383  36E 0002C790 SetUserObjectSecurity
       2384  36F 00029390 SetWinEventHook
       2385  370 00034CA0 SetWindowBand
       2386  371 00028D70 SetWindowCompositionAttribute
       2387  372 00034CB0 SetWindowCompositionTransition
       2388  373 00088970 SetWindowContextHelpId
       2389  374 00034CC0 SetWindowDisplayAffinity
       2390  375 00034CD0 SetWindowFeedbackSetting
       2391  376 0002C7E0 SetWindowLongA
       2392  377 0002C840 SetWindowLongPtrA
       2393  378 0000B7C0 SetWindowLongPtrW
       2394  379 00010F10 SetWindowLongW
       2395  37A 00034CF0 SetWindowPlacement
       2396  37B 00034D00 SetWindowPos
       2397  37C 00014660 SetWindowRgn
       2398  37D 0007CA80 SetWindowRgnEx
       2399  37E 0002C6A0 SetWindowStationUser
       2400  37F 0008BB20 SetWindowTextA
       2401  380 00014450 SetWindowTextW
       2402  381 00034D20 SetWindowWord
       2403  382 0004F520 SetWindowsHookA
       2404  383 0004F540 SetWindowsHookExA
       2405  384 00035870 SetWindowsHookExAW
       2406  385 0002B250 SetWindowsHookExW
       2407  386 0004F560 SetWindowsHookW
       2408  387 00028E20 ShowCaret
       2409  388 00034D30 ShowCursor
       2410  389 00032470 ShowOwnedPopups
       2411  38A 00034D40 ShowScrollBar
       2412  38B 00088990 ShowStartGlass
       2413  38C 00034D50 ShowSystemCursor
       2414  38D 00034D60 ShowWindow
       2415  38E 00034D70 ShowWindowAsync
       2416  38F 0002A730 ShutdownBlockReasonCreate
       2417  390 00034D80 ShutdownBlockReasonDestroy
       2418  391 00034D90 ShutdownBlockReasonQuery
       2419  392 00034DA0 SignalRedirectionStartComplete
       2420  393 00034DB0 SkipPointerFrameMessages
       2421  394 0007B2F0 SoftModalMessageBox
       2422  395 00034DD0 SoundSentry
       2423  396 00029FA0 SubtractRect
       2424  397 000889B0 SwapMouseButton
       2425  398 0002CB80 SwitchDesktop
       2426  399 0002CDE0 SwitchDesktopWithFade
       2427  39A 00001C30 SwitchToThisWindow
       2428  39B 00028A50 SystemParametersInfoA
       2429  39C 00028890 SystemParametersInfoForDpi
       2430  39D 000232E0 SystemParametersInfoW
       2431  39E 00057390 TabbedTextOutA
       2432  39F 000574C0 TabbedTextOutW
       2433  3A0 000889D0 TileChildWindows
       2434  3A1 00077B90 TileWindows
       2435  3A2 00088A00 ToAscii
       2436  3A3 00088A80 ToAsciiEx
       2437  3A4 0007CAD0 ToUnicode
       2438  3A5 00028800 ToUnicodeEx
       2439  3A6 00034DE0 TrackMouseEvent
       2440  3A7 00077F40 TrackPopupMenu
       2441  3A8 00034DF0 TrackPopupMenuEx
       2442  3A9 00088C00 TranslateAccelerator
       2443  3AA 00088C00 TranslateAcceleratorA
       2444  3AB 00025C20 TranslateAcceleratorW
       2445  3AC 00077BC0 TranslateMDISysAccel
       2446  3AD 00009400 TranslateMessage
       2447  3AE 00026920 TranslateMessageEx
       2504  3AF 00034E00 UndelegateInput
       2448  3B0 00034E10 UnhookWinEvent
       2449  3B1 00088C90 UnhookWindowsHook
       2450  3B2 0002B1B0 UnhookWindowsHookEx
       2451  3B3 00023BD0 UnionRect
       2452  3B4 00088CB0 UnloadKeyboardLayout
       2453  3B5 00034E20 UnlockWindowStation
       2454  3B6 00059560 UnpackDDElParam
       2455  3B7 00005580 UnregisterClassA
       2456  3B8 00007ED0 UnregisterClassW
       2457  3B9 0002BE20 UnregisterDeviceNotification
       2458  3BA 00034E30 UnregisterHotKey
       2459  3BB 00032030 UnregisterMessagePumpHook
       2460  3BC 00050660 UnregisterPointerInputTarget
       2461  3BD 000500C0 UnregisterPointerInputTargetEx
       2462  3BE 0002B7E0 UnregisterPowerSettingNotification
       2463  3BF 00034E40 UnregisterSessionPort
       2464  3C0 0007CB20 UnregisterSuspendResumeNotification
       2465  3C1 0007CB60 UnregisterTouchWindow
       2466  3C2 00034E50 UnregisterUserApiHook
       2467  3C3 00034E60 UpdateDefaultDesktopThumbnail
       2468  3C4 000312C0 UpdateLayeredWindow
       2469  3C5 0002DD00 UpdateLayeredWindowIndirect
       2470  3C6 0001C8D0 UpdatePerUserSystemParameters
       2471  3C7 00013260 UpdateWindow
       2472  3C8 00034E70 UpdateWindowInputSinkHints
       2473  3C9 000195F0 User32InitializeImmEntryTable
       2474  3CA 00017F30 UserClientDllInitialize
       2475  3CB 00034E90 UserHandleGrantAccess
       2476  3CC 00057510 UserLpkPSMTextOut
       2477  3CD 00057750 UserLpkTabbedTextOut
       2478  3CE 0002FF10 UserRealizePalette
       2479  3CF 00088CF0 UserRegisterWowHandlers
       2480  3D0 0002CEC0 VRipOutput
       2481  3D1 0002CEC0 VTagOutput
       2482  3D2 00034EA0 ValidateRect
       2483  3D3 00001E00 ValidateRgn
       2484  3D4 00084FC0 VkKeyScanA
       2485  3D5 00085030 VkKeyScanExA
       2486  3D6 00001660 VkKeyScanExW
       2487  3D7 0002BA00 VkKeyScanW
       2488  3D8 00008DD0 WCSToMBEx
       2489  3D9 00085200 WINNLSEnableIME
       2490  3DA 00085220 WINNLSGetEnableStatus
       2491  3DB 0002CEC0 WINNLSGetIMEHotkey
       2492  3DC 0002C8E0 WaitForInputIdle
       2493  3DD 00034EC0 WaitForRedirectionStartComplete
       2494  3DE 00034ED0 WaitMessage
       2495  3DF 000313E0 WinHelpA
       2496  3E0 00031330 WinHelpW
       2497  3E1 00034EE0 WindowFromDC
       2498  3E2 00034EF0 WindowFromPhysicalPoint
       2499  3E3 00034F00 WindowFromPoint
       2500  3E4 00081620 _UserTestTokenForInteractive
       2501  3E5 000B3030 gSharedInfo
       2502  3E6 00091990 gapfnScSendMessage
       2543  3E7 0007CBA0 keybd_event
       2547  3E8 0002BDC0 mouse_event
       2562  3E9 000273C0 wsprintfA
       2580  3EA 000299A0 wsprintfW
       2583  3EB 000273F0 wvsprintfA
       2596  3EC 000299D0 wvsprintfW
       1502      00051850 [NONAME]
       1550      0007DF40 [NONAME]
       1551      0007DFD0 [NONAME]
       1552      0007DEF0 [NONAME]
       1554      0002CEC0 [NONAME]
       2001      00075F50 [NONAME]
       2002      00075CF0 [NONAME]
       2005      00034A00 [NONAME]
       2010      00034DC0 [NONAME]
       2506      0004F280 [NONAME]
       2507      000349B0 [NONAME]
       2508      00034670 [NONAME]
       2509      00033970 [NONAME]
       2510      0002A700 [NONAME]
       2511      00034AD0 [NONAME]
       2512      00033F10 [NONAME]
       2513      00034990 [NONAME]
       2514      00050600 [NONAME]
       2515      00050640 [NONAME]
       2516      00033B80 [NONAME]
       2517      00034230 [NONAME]
       2518      0001B0A0 [NONAME]
       2519      00033D10 [NONAME]
       2520      00034490 [NONAME]
       2522      000349D0 [NONAME]
       2523      000012E0 [NONAME]
       2524      0004E770 [NONAME]
       2525      00021770 [NONAME]
       2526      0004E740 [NONAME]
       2527      000217B0 [NONAME]
       2529      00033C20 [NONAME]
       2530      00034EB0 [NONAME]
       2531      000349E0 [NONAME]
       2532      00034AC0 [NONAME]
       2533      00033A10 [NONAME]
       2534      00003450 [NONAME]
       2535      00083360 [NONAME]
       2536      00009250 [NONAME]
       2537      00034950 [NONAME]
       2538      00034520 [NONAME]
       2539      00034330 [NONAME]
       2540      00083540 [NONAME]
       2541      00034170 [NONAME]
       2542      000348B0 [NONAME]
       2544      00033D60 [NONAME]
       2545      00034070 [NONAME]
       2546      000348E0 [NONAME]
       2548      00034140 [NONAME]
       2549      00034BF0 [NONAME]
       2550      00033AB0 [NONAME]
       2552      00088690 [NONAME]
       2553      00088B80 [NONAME]
       2554      00088600 [NONAME]
       2555      0008F2F0 [NONAME]
       2556      00034980 [NONAME]
       2557      0002B080 [NONAME]
       2558      00029E10 [NONAME]
       2559      00034060 [NONAME]
       2560      000500F0 [NONAME]
       2561      0002CC50 [NONAME]
       2563      00033A70 [NONAME]
       2564      0002CC70 [NONAME]
       2565      0002C320 [NONAME]
       2566      00034C90 [NONAME]
       2567      0002CD80 [NONAME]
       2568      0002C7C0 [NONAME]
       2569      000273A0 [NONAME]
       2570      00088880 [NONAME]
       2572      00021BA0 [NONAME]
       2573      000144B0 [NONAME]
       2574      00010D80 [NONAME]
       2575      00088050 [NONAME]
       2576      00034A40 [NONAME]
       2577      0002CB60 [NONAME]
       2578      000345D0 [NONAME]
       2579      00034D10 [NONAME]
       2581      0002C270 [NONAME]
       2582      00027010 [NONAME]
       2584      00087FC0 [NONAME]
       2585      00034E80 [NONAME]
       2586      00034B30 [NONAME]
       2587      00022290 [NONAME]
       2588      00033980 [NONAME]
       2589      00033FB0 [NONAME]
       2590      00033FA0 [NONAME]
       2591      00034970 [NONAME]
       2592      00034B40 [NONAME]
       2593      00034440 [NONAME]
       2594      00034B50 [NONAME]
       2595      00034C00 [NONAME]
       2597      0002A140 [NONAME]
       2598      00050FA0 [NONAME]
       2599      00026840 [NONAME]
       2600      00001E40 [NONAME]
       2606      00033D50 [NONAME]
       2608      00034660 [NONAME]
       2609      00033FC0 [NONAME]
       2610      00033AC0 [NONAME]
       2611      00033D90 [NONAME]
       2612      0002B9E0 [NONAME]
       2613      00023D10 [NONAME]
       2614      000341C0 [NONAME]
       2615      00033D40 [NONAME]
       2616      000339B0 [NONAME]
       2617      000344C0 [NONAME]
       2618      0008D390 [NONAME]
       2619      0002C620 [NONAME]
       2620      0008D120 [NONAME]
       2621      00033AF0 [NONAME]
       2622      00034C70 [NONAME]
       2626      00034920 [NONAME]
       2627      000349C0 [NONAME]
       2628      00033B60 [NONAME]
       2629      00033BB0 [NONAME]
       2630      000342C0 [NONAME]
       2631      00033D80 [NONAME]
       2632      00034CE0 [NONAME]
       2633      00033B40 [NONAME]
       2634      000887D0 [NONAME]
       2635      00010320 [NONAME]
       2636      00029640 [NONAME]
       2637      00034C40 [NONAME]
       2638      00033AE0 [NONAME]
       2639      00034A60 [NONAME]
       2640      00086A00 [NONAME]
       2641      00086BA0 [NONAME]
       2642      00033E00 [NONAME]
       2643      00034940 [NONAME]
       2644      00033B70 [NONAME]
       2645      00086D00 [NONAME]
       2646      00034680 [NONAME]
       2647      00033AD0 [NONAME]
       2648      00033BD0 [NONAME]
       2649      00034B00 [NONAME]
       2650      00033F80 [NONAME]
       2651      00033C50 [NONAME]
       2652      00034240 [NONAME]
       2653      00034120 [NONAME]
       2654      00033B30 [NONAME]
       2655      00033BC0 [NONAME]
       2656      00033D00 [NONAME]
       2657      00034C10 [NONAME]
       2658      00034A90 [NONAME]
       2659      0002CEB0 [NONAME]
       2700      00031EA0 [NONAME]
       2702      00077EC0 [NONAME]
       2703      000344A0 [NONAME]
       2704      00033CE0 [NONAME]
       2705      00034470 [NONAME]
       2706      000344F0 [NONAME]
       2707      000234A0 [NONAME]
       2708      000339E0 [NONAME]
       2709      00033D70 [NONAME]
       2710      00034500 [NONAME]
       2711      00033E20 [NONAME]
       2712      0001DE90 [NONAME]
       2713      0002C750 [NONAME]
       2714      00031E50 [NONAME]
       2715      00034560 [NONAME]
       2716      00034620 [NONAME]

  Summary

        2000 .data
        1000 .didat
        8000 .pdata
       21000 .rdata
        1000 .reloc
       E2000 .rsrc
       90000 .text
