
Dump of file C:\Windows\System32\ucrtbased.dll

File Type: DLL

  Section contains the following exports for ucrtbased.dll

    00000000 characteristics
    B8B20920 time date stamp
        0.00 version
           1 ordinal base
        2547 number of functions
        2547 number of names

    ordinal hint RVA      name

       1321  528 00034DB0 _o__strnset_s
       1322  529 00034E00 _o__strset_s
       1323  52A 00034E40 _o__strtime
       1324  52B 00034E70 _o__strtime_s
       1325  52C 00034EA0 _o__strtod_l
       1326  52D 00034EE0 _o__strtof_l
       1327  52E 00034F20 _o__strtoi64
       1328  52F 00034F60 _o__strtoi64_l
       1329  530 00034FB0 _o__strtol_l
       1330  531 00034EA0 _o__strtold_l
       1331  532 00034F60 _o__strtoll_l
       1332  533 00035000 _o__strtoui64
       1333  534 00035040 _o__strtoui64_l
       1334  535 00035090 _o__strtoul_l
       1335  536 00035040 _o__strtoull_l
       1336  537 000350E0 _o__strupr
       1337  538 00035110 _o__strupr_l
       1338  539 00035140 _o__strupr_s
       1339  53A 00035170 _o__strupr_s_l
       1340  53B 000351B0 _o__strxfrm_l
       1341  53C 00035200 _o__swab
       1342  53D 00035240 _o__tell
       1343  53E 00035270 _o__telli64
       1344  53F 000352A0 _o__timespec32_get
       1345  540 000352D0 _o__timespec64_get
       1346  541 00035300 _o__tolower
       1347  542 00035330 _o__tolower_l
       1348  543 00035360 _o__toupper
       1349  544 00035390 _o__toupper_l
       1350  545 000353C0 _o__towlower_l
       1351  546 000353F0 _o__towupper_l
       1352  547 00035420 _o__tzset
       1353  548 00035440 _o__ui64toa
       1354  549 00035480 _o__ui64toa_s
       1355  54A 000354D0 _o__ui64tow
       1356  54B 00035510 _o__ui64tow_s
       1357  54C 00035560 _o__ultoa
       1358  54D 000355A0 _o__ultoa_s
       1359  54E 000355F0 _o__ultow
       1360  54F 00035630 _o__ultow_s
       1361  550 00035680 _o__umask
       1362  551 000356B0 _o__umask_s
       1363  552 000356E0 _o__ungetc_nolock
       1364  553 00035710 _o__ungetch
       1365  554 00035740 _o__ungetch_nolock
       1366  555 00035770 _o__ungetwc_nolock
       1367  556 000357A0 _o__ungetwch
       1368  557 000357D0 _o__ungetwch_nolock
       1369  558 00035800 _o__unlink
       1370  559 00035830 _o__unloaddll
       1371  55A 00035860 _o__unlock_file
       1372  55B 00035890 _o__utime32
       1373  55C 000358C0 _o__utime64
       1374  55D 000358F0 _o__waccess
       1375  55E 00035920 _o__waccess_s
       1376  55F 00035950 _o__wasctime
       1377  560 00035980 _o__wasctime_s
       1378  561 000359C0 _o__wchdir
       1379  562 000359F0 _o__wchmod
       1380  563 00035A20 _o__wcreat
       1381  564 00035A50 _o__wcreate_locale
       1382  565 00035A80 _o__wcscoll_l
       1383  566 00035AC0 _o__wcsdup
       1384  567 00035AF0 _o__wcserror
       1385  568 00035B20 _o__wcserror_s
       1386  569 00035B60 _o__wcsftime_l
       1387  56A 00035BC0 _o__wcsicmp
       1388  56B 00035BF0 _o__wcsicmp_l
       1389  56C 00035C30 _o__wcsicoll
       1390  56D 00035C60 _o__wcsicoll_l
       1391  56E 00035CA0 _o__wcslwr
       1392  56F 00035CD0 _o__wcslwr_l
       1393  570 00035D00 _o__wcslwr_s
       1394  571 00035D30 _o__wcslwr_s_l
       1395  572 00035D70 _o__wcsncoll
       1396  573 00035DB0 _o__wcsncoll_l
       1397  574 00035E00 _o__wcsnicmp
       1398  575 00035E40 _o__wcsnicmp_l
       1399  576 00035E90 _o__wcsnicoll
       1400  577 00035ED0 _o__wcsnicoll_l
       1401  578 00035F20 _o__wcsnset
       1402  579 00035F60 _o__wcsnset_s
       1403  57A 00035FB0 _o__wcsset
       1404  57B 00035FE0 _o__wcsset_s
       1405  57C 00036020 _o__wcstod_l
       1406  57D 00036060 _o__wcstof_l
       1407  57E 000360A0 _o__wcstoi64
       1408  57F 000360E0 _o__wcstoi64_l
       1409  580 00036130 _o__wcstol_l
       1410  581 00036020 _o__wcstold_l
       1411  582 000360E0 _o__wcstoll_l
       1412  583 00036180 _o__wcstombs_l
       1413  584 000361D0 _o__wcstombs_s_l
       1414  585 00036230 _o__wcstoui64
       1415  586 00036270 _o__wcstoui64_l
       1416  587 000362C0 _o__wcstoul_l
       1417  588 00036270 _o__wcstoull_l
       1418  589 00036310 _o__wcsupr
       1419  58A 00036340 _o__wcsupr_l
       1420  58B 00036370 _o__wcsupr_s
       1421  58C 000363A0 _o__wcsupr_s_l
       1422  58D 000363E0 _o__wcsxfrm_l
       1423  58E 00036430 _o__wctime32
       1424  58F 00036460 _o__wctime32_s
       1425  590 000364A0 _o__wctime64
       1426  591 000364D0 _o__wctime64_s
       1427  592 00036510 _o__wctomb_l
       1428  593 00036550 _o__wctomb_s_l
       1429  594 000365B0 _o__wdupenv_s
       1430  595 000365F0 _o__wexecv
       1431  596 00036620 _o__wexecve
       1432  597 00036660 _o__wexecvp
       1433  598 00036690 _o__wexecvpe
       1434  599 000366D0 _o__wfdopen
       1435  59A 00036700 _o__wfindfirst32
       1436  59B 00036730 _o__wfindfirst32i64
       1437  59C 00036760 _o__wfindfirst64
       1438  59D 00036790 _o__wfindfirst64i32
       1439  59E 000367C0 _o__wfindnext32
       1440  59F 000367F0 _o__wfindnext32i64
       1441  5A0 00036820 _o__wfindnext64
       1442  5A1 00036850 _o__wfindnext64i32
       1443  5A2 00036880 _o__wfopen
       1444  5A3 000368B0 _o__wfopen_s
       1445  5A4 000368F0 _o__wfreopen
       1446  5A5 00036930 _o__wfreopen_s
       1447  5A6 00036980 _o__wfsopen
       1448  5A7 000369C0 _o__wfullpath
       1449  5A8 00036A00 _o__wgetcwd
       1450  5A9 00036A30 _o__wgetdcwd
       1451  5AA 00036A70 _o__wgetenv
       1452  5AB 00036AA0 _o__wgetenv_s
       1453  5AC 00036AF0 _o__wmakepath
       1454  5AD 00036B50 _o__wmakepath_s
       1455  5AE 00036BB0 _o__wmkdir
       1456  5AF 00036BE0 _o__wmktemp
       1457  5B0 00036C10 _o__wmktemp_s
       1458  5B1 00036C40 _o__wperror
       1459  5B2 00036C70 _o__wpopen
       1460  5B3 00036CA0 _o__wputenv
       1461  5B4 00036CD0 _o__wputenv_s
       1462  5B5 00036D00 _o__wremove
       1463  5B6 00036D30 _o__wrename
       1464  5B7 00036D60 _o__write
       1465  5B8 00036DA0 _o__wrmdir
       1466  5B9 00036DD0 _o__wsearchenv
       1467  5BA 00036E10 _o__wsearchenv_s
       1468  5BB 00036E60 _o__wsetlocale
       1469  5BC 00036E90 _o__wsopen_dispatch
       1470  5BD 00036EF0 _o__wsopen_s
       1471  5BE 00036F40 _o__wspawnv
       1472  5BF 00036F80 _o__wspawnve
       1473  5C0 00036FD0 _o__wspawnvp
       1474  5C1 00037010 _o__wspawnvpe
       1475  5C2 00037060 _o__wsplitpath
       1476  5C3 000370C0 _o__wsplitpath_s
       1477  5C4 00037150 _o__wstat32
       1478  5C5 00037180 _o__wstat32i64
       1479  5C6 000371B0 _o__wstat64
       1480  5C7 000371E0 _o__wstat64i32
       1481  5C8 00037210 _o__wstrdate
       1482  5C9 00037240 _o__wstrdate_s
       1483  5CA 00037270 _o__wstrtime
       1484  5CB 000372A0 _o__wstrtime_s
       1485  5CC 000372D0 _o__wsystem
       1486  5CD 00037300 _o__wtmpnam_s
       1487  5CE 00037330 _o__wtof
       1488  5CF 00037360 _o__wtof_l
       1489  5D0 00037390 _o__wtoi
       1490  5D1 000373C0 _o__wtoi64
       1491  5D2 000373F0 _o__wtoi64_l
       1492  5D3 00037420 _o__wtoi_l
       1493  5D4 00037390 _o__wtol
       1494  5D5 00037420 _o__wtol_l
       1495  5D6 000373C0 _o__wtoll
       1496  5D7 000373F0 _o__wtoll_l
       1497  5D8 00037450 _o__wunlink
       1498  5D9 00037480 _o__wutime32
       1499  5DA 000374B0 _o__wutime64
       1500  5DB 000374E0 _o__y0
       1501  5DC 00037510 _o__y1
       1502  5DD 00037540 _o__yn
       1503  5DE 00037570 _o_abort
       1504  5DF 00037590 _o_acos
       1505  5E0 000375C0 _o_acosf
       1506  5E1 000375F0 _o_acosh
       1507  5E2 00037620 _o_acoshf
       1508  5E3 00037650 _o_acoshl
       1509  5E4 00037680 _o_asctime
       1510  5E5 000376B0 _o_asctime_s
       1511  5E6 000376F0 _o_asin
       1512  5E7 00037720 _o_asinf
       1513  5E8 00037750 _o_asinh
       1514  5E9 00037780 _o_asinhf
       1515  5EA 000377B0 _o_asinhl
       1516  5EB 000377E0 _o_atan
       1517  5EC 00037810 _o_atan2
       1518  5ED 00037850 _o_atan2f
       1519  5EE 00037890 _o_atanf
       1520  5EF 000378C0 _o_atanh
       1521  5F0 000378F0 _o_atanhf
       1522  5F1 00037920 _o_atanhl
       1523  5F2 00037950 _o_atof
       1524  5F3 00037980 _o_atoi
       1525  5F4 00037980 _o_atol
       1526  5F5 0002E000 _o_atoll
       1527  5F6 000379B0 _o_bsearch
       1528  5F7 00037A10 _o_bsearch_s
       1529  5F8 00037A70 _o_btowc
       1530  5F9 00037AA0 _o_calloc
       1531  5FA 00037AD0 _o_cbrt
       1532  5FB 00037B00 _o_cbrtf
       1533  5FC 00037B30 _o_ceil
       1534  5FD 00037B60 _o_ceilf
       1535  5FE 00037B90 _o_clearerr
       1536  5FF 00037BC0 _o_clearerr_s
       1537  600 00037BF0 _o_cos
       1538  601 00037C20 _o_cosf
       1539  602 00037C50 _o_cosh
       1540  603 00037C80 _o_coshf
       1541  604 00037CB0 _o_erf
       1542  605 00037CE0 _o_erfc
       1543  606 00037D10 _o_erfcf
       1544  607 00037D40 _o_erfcl
       1545  608 00037D70 _o_erff
       1546  609 00037DA0 _o_erfl
       1547  60A 00037DD0 _o_exit
       1548  60B 00037E00 _o_exp
       1549  60C 00037E30 _o_exp2
       1550  60D 00037E60 _o_exp2f
       1551  60E 00037E90 _o_exp2l
       1552  60F 00037EC0 _o_expf
       1553  610 00037EF0 _o_fabs
       1554  611 00037F20 _o_fclose
       1555  612 00037F50 _o_feof
       1556  613 00037F80 _o_ferror
       1557  614 00037FB0 _o_fflush
       1558  615 00037FE0 _o_fgetc
       1559  616 00038010 _o_fgetpos
       1560  617 00038040 _o_fgets
       1561  618 00038080 _o_fgetwc
       1562  619 000380B0 _o_fgetws
       1563  61A 000380F0 _o_floor
       1564  61B 00038120 _o_floorf
       1565  61C 00038150 _o_fma
       1566  61D 00038190 _o_fmaf
       1567  61E 000381D0 _o_fmal
       1568  61F 00038210 _o_fmod
       1569  620 00038250 _o_fmodf
       1570  621 00038290 _o_fopen
       1571  622 000382C0 _o_fopen_s
       1572  623 00038300 _o_fputc
       1573  624 00038330 _o_fputs
       1574  625 00038360 _o_fputwc
       1575  626 00038390 _o_fputws
       1576  627 000383C0 _o_fread
       1577  628 00038410 _o_fread_s
       1578  629 00038470 _o_free
       1579  62A 000384A0 _o_freopen
       1580  62B 000384E0 _o_freopen_s
       1581  62C 00038530 _o_frexp
       1582  62D 00038570 _o_fseek
       1583  62E 000385B0 _o_fsetpos
       1584  62F 000385E0 _o_ftell
       1585  630 00038610 _o_fwrite
       1586  631 00038660 _o_getc
       1587  632 00038690 _o_getchar
       1588  633 000386B0 _o_getenv
       1589  634 000386E0 _o_getenv_s
       1590  635 00038730 _o_gets
       1591  636 00038760 _o_gets_s
       1592  637 00038790 _o_getwc
       1593  638 000387C0 _o_getwchar
       1594  639 000387E0 _o_hypot
       1595  63A 00038820 _o_is_wctype
       1596  63B 00038850 _o_isalnum
       1597  63C 00038880 _o_isalpha
       1598  63D 000388B0 _o_isblank
       1599  63E 000388E0 _o_iscntrl
       1600  63F 00038910 _o_isdigit
       1601  640 00038940 _o_isgraph
       1602  641 00038970 _o_isleadbyte
       1603  642 000389A0 _o_islower
       1604  643 000389D0 _o_isprint
       1605  644 00038A00 _o_ispunct
       1606  645 00038A30 _o_isspace
       1607  646 00038A60 _o_isupper
       1608  647 00038A90 _o_iswalnum
       1609  648 00038AC0 _o_iswalpha
       1610  649 00038AF0 _o_iswascii
       1611  64A 00038B20 _o_iswblank
       1612  64B 00038B50 _o_iswcntrl
       1613  64C 00038B80 _o_iswctype
       1614  64D 00038BB0 _o_iswdigit
       1615  64E 00038BE0 _o_iswgraph
       1616  64F 00038C10 _o_iswlower
       1617  650 00038C40 _o_iswprint
       1618  651 00038C70 _o_iswpunct
       1619  652 00038CA0 _o_iswspace
       1620  653 00038CD0 _o_iswupper
       1621  654 00038D00 _o_iswxdigit
       1622  655 00038D30 _o_isxdigit
       1623  656 00038D60 _o_ldexp
       1624  657 00038D90 _o_lgamma
       1625  658 00038DC0 _o_lgammaf
       1626  659 00038DF0 _o_lgammal
       1627  65A 00038E20 _o_llrint
       1628  65B 00038E50 _o_llrintf
       1629  65C 00038E80 _o_llrintl
       1630  65D 00038EB0 _o_llround
       1631  65E 00038EE0 _o_llroundf
       1632  65F 00038F10 _o_llroundl
       1633  660 00038F40 _o_localeconv
       1634  661 00038F60 _o_log
       1635  662 00038F90 _o_log10
       1636  663 00038FC0 _o_log10f
       1637  664 00038FF0 _o_log1p
       1638  665 00039020 _o_log1pf
       1639  666 00039050 _o_log1pl
       1640  667 00039080 _o_log2
       1641  668 000390B0 _o_log2f
       1642  669 000390E0 _o_log2l
       1643  66A 00039110 _o_logb
       1644  66B 00039140 _o_logbf
       1645  66C 00039170 _o_logbl
       1646  66D 000391A0 _o_logf
       1647  66E 000391D0 _o_lrint
       1648  66F 00039200 _o_lrintf
       1649  670 00039230 _o_lrintl
       1650  671 00039260 _o_lround
       1651  672 00039290 _o_lroundf
       1652  673 000392C0 _o_lroundl
       1653  674 000392F0 _o_malloc
       1654  675 00039320 _o_mblen
       1655  676 00039350 _o_mbrlen
       1656  677 00039390 _o_mbrtoc16
       1657  678 000393E0 _o_mbrtoc32
       1658  679 00039430 _o_mbrtowc
       1659  67A 00039480 _o_mbsrtowcs
       1660  67B 000394D0 _o_mbsrtowcs_s
       1661  67C 00039530 _o_mbstowcs
       1662  67D 00039570 _o_mbstowcs_s
       1663  67E 000395D0 _o_mbtowc
       1664  67F 00039610 _o_memcpy_s
       1665  680 00152090 _o_memset
       1666  681 00039660 _o_modf
       1667  682 000396A0 _o_modff
       1668  683 000396E0 _o_nan
       1669  684 00039710 _o_nanf
       1670  685 00039740 _o_nanl
       1671  686 00039770 _o_nearbyint
       1672  687 000397A0 _o_nearbyintf
       1673  688 000397D0 _o_nearbyintl
       1674  689 00039800 _o_nextafter
       1675  68A 00039840 _o_nextafterf
       1676  68B 00039880 _o_nextafterl
       1677  68C 000398C0 _o_nexttoward
       1678  68D 00039900 _o_nexttowardf
       1679  68E 00039940 _o_nexttowardl
       1680  68F 00039980 _o_pow
       1681  690 000399C0 _o_powf
       1682  691 00039A00 _o_putc
       1683  692 00039A30 _o_putchar
       1684  693 00039A60 _o_puts
       1685  694 00039A90 _o_putwc
       1686  695 00039AC0 _o_putwchar
       1687  696 00039AF0 _o_qsort
       1688  697 00039B40 _o_qsort_s
       1689  698 00039BA0 _o_raise
       1690  699 00039BD0 _o_rand
       1691  69A 00039BF0 _o_rand_s
       1692  69B 00039C20 _o_realloc
       1693  69C 00039C50 _o_remainder
       1694  69D 00039C90 _o_remainderf
       1695  69E 00039CD0 _o_remainderl
       1696  69F 00039D10 _o_remove
       1697  6A0 00039D40 _o_remquo
       1698  6A1 00039D80 _o_remquof
       1699  6A2 00039DC0 _o_remquol
       1700  6A3 00039E00 _o_rename
       1701  6A4 00039E30 _o_rewind
       1702  6A5 00039E60 _o_rint
       1703  6A6 00039E90 _o_rintf
       1704  6A7 00039EC0 _o_rintl
       1705  6A8 00039EF0 _o_round
       1706  6A9 00039F20 _o_roundf
       1707  6AA 00039F50 _o_roundl
       1708  6AB 00039F80 _o_scalbln
       1709  6AC 00039FB0 _o_scalblnf
       1710  6AD 00039FE0 _o_scalblnl
       1711  6AE 00039F80 _o_scalbn
       1712  6AF 00039FB0 _o_scalbnf
       1713  6B0 00039FE0 _o_scalbnl
       1714  6B1 0003A010 _o_set_terminate
       1715  6B2 0003A040 _o_setbuf
       1716  6B3 0003A070 _o_setlocale
       1717  6B4 0003A0A0 _o_setvbuf
       1718  6B5 0003A0F0 _o_sin
       1719  6B6 0003A120 _o_sinf
       1720  6B7 0003A150 _o_sinh
       1721  6B8 0003A180 _o_sinhf
       1722  6B9 0003A1B0 _o_sqrt
       1723  6BA 0003A1E0 _o_sqrtf
       1724  6BB 0003A210 _o_srand
       1725  6BC 0003A240 _o_strcat_s
       1726  6BD 0003A280 _o_strcoll
       1727  6BE 0003A2B0 _o_strcpy_s
       1728  6BF 0003A2F0 _o_strerror
       1729  6C0 0003A320 _o_strerror_s
       1730  6C1 0003A360 _o_strftime
       1731  6C2 0003A3B0 _o_strncat_s
       1732  6C3 0003A400 _o_strncpy_s
       1733  6C4 0003A450 _o_strtod
       1734  6C5 0003A480 _o_strtof
       1735  6C6 0003A4B0 _o_strtok
       1736  6C7 0003A4E0 _o_strtok_s
       1737  6C8 0003A520 _o_strtol
       1738  6C9 0003A450 _o_strtold
       1739  6CA 00034F20 _o_strtoll
       1740  6CB 0003A560 _o_strtoul
       1741  6CC 00035000 _o_strtoull
       1742  6CD 0003A5A0 _o_system
       1743  6CE 0003A5D0 _o_tan
       1744  6CF 0003A600 _o_tanf
       1745  6D0 0003A630 _o_tanh
       1746  6D1 0003A660 _o_tanhf
       1747  6D2 0003A690 _o_terminate
       1748  6D3 0003A6B0 _o_tgamma
       1749  6D4 0003A6E0 _o_tgammaf
       1750  6D5 0003A710 _o_tgammal
       1751  6D6 0003A740 _o_tmpfile_s
       1752  6D7 0003A770 _o_tmpnam_s
       1753  6D8 0003A7A0 _o_tolower
       1754  6D9 0003A7D0 _o_toupper
       1755  6DA 0003A800 _o_towlower
       1756  6DB 0003A830 _o_towupper
       1757  6DC 0003A860 _o_ungetc
       1758  6DD 0003A890 _o_ungetwc
       1759  6DE 0003A8C0 _o_wcrtomb
       1760  6DF 0003A900 _o_wcrtomb_s
       1761  6E0 0003A960 _o_wcscat_s
       1762  6E1 0003A9A0 _o_wcscoll
       1763  6E2 0003A9D0 _o_wcscpy
       1764  6E3 0003AA00 _o_wcscpy_s
       1765  6E4 0003AA40 _o_wcsftime
       1766  6E5 0003AA90 _o_wcsncat_s
       1767  6E6 0003AAE0 _o_wcsncpy_s
       1768  6E7 0003AB30 _o_wcsrtombs
       1769  6E8 0003AB80 _o_wcsrtombs_s
       1770  6E9 0003ABE0 _o_wcstod
       1771  6EA 0003AC10 _o_wcstof
       1772  6EB 0003AC40 _o_wcstok
       1773  6EC 0003AC80 _o_wcstok_s
       1774  6ED 0003ACC0 _o_wcstol
       1775  6EE 0003ABE0 _o_wcstold
       1776  6EF 000360A0 _o_wcstoll
       1777  6F0 0003AD00 _o_wcstombs
       1778  6F1 0003AD40 _o_wcstombs_s
       1779  6F2 0003ADA0 _o_wcstoul
       1780  6F3 00036230 _o_wcstoull
       1781  6F4 0003ADE0 _o_wctob
       1782  6F5 0003AE10 _o_wctomb
       1783  6F6 0003AE40 _o_wctomb_s
       1784  6F7 0003AE90 _o_wmemcpy_s
       1785  6F8 0003AEE0 _o_wmemmove_s
       1786  6F9 0010A620 _open
       1787  6FA 0010BD20 _open_osfhandle
       1788  6FB 00017A30 _pclose
       1789  6FC 00017520 _pipe
       1790  6FD 00017A10 _popen
       1791  6FE 00151ED0 _purecall
       1792  6FF 0007A850 _putc_nolock
       1793  700 00018DF0 _putch
       1794  701 00018E30 _putch_nolock
       1795  702 0001A9E0 _putenv
       1796  703 0001AA00 _putenv_s
       1797  704 000B2470 _putw
       1798  705 0007B3E0 _putwc_nolock
       1799  706 00018F70 _putwch
       1800  707 00018FB0 _putwch_nolock
       1801  708 000B2760 _putws
       1802  709 00057880 _query_app_type
       1803  70A 00055740 _query_new_handler
       1804  70B 00055880 _query_new_mode
       1805  70C 0010CD80 _read
       1806  70D 000559D0 _realloc_base
       1807  70E 00054BC0 _realloc_dbg
       1808  70F 00055A90 _recalloc
       1809  710 00054C40 _recalloc_dbg
       1810  711 00074B90 _register_onexit_function
       1811  712 00074190 _register_thread_local_exe_atexit_callback
       1812  713 00029930 _resetstkoflw
       1813  714 000FCC70 _rmdir
       1814  715 000B2A50 _rmtmp
       1815  716 000BC870 _rotl
       1816  717 000BC8C0 _rotl64
       1817  718 000BC910 _rotr
       1818  719 000BC960 _rotr64
       1819  71A 00130700 _scalb
       1820  71B 00130B10 _scalbf
       1821  71C 0001B750 _searchenv
       1822  71D 0001B730 _searchenv_s
       1823  71E 0006A800 _seh_filter_dll
       1824  71F 0006A840 _seh_filter_exe
       1825  720 000E0DF0 _set_FMA3_enable
       1826  721 0006D800 _set_abort_behavior
       1827  722 00057890 _set_app_type
       1828  723 00130120 _set_controlfp
       1829  724 0006A710 _set_doserrno
       1830  725 0006A750 _set_errno
       1831  726 0006B250 _set_error_mode
       1832  727 0010DF70 _set_fmode
       1833  728 0006B030 _set_invalid_parameter_handler
       1834  729 00055790 _set_new_handler
       1835  72A 000558B0 _set_new_mode
       1836  72B 000B1FF0 _set_printf_count_output
       1837  72C 00151F10 _set_purecall_handler
       1838  72D 00152230 _set_se_translator
       1839  72E 0006B090 _set_thread_local_invalid_parameter_handler
       1840  72F 00029A70 _seterrormode
       1841  730 000B2F70 _setmaxstdio
       1842  731 000662C0 _setmbcp
       1843  732 0010E060 _setmode
       1844  733 00029BB0 _setsystime
       1845  734 00029A80 _sleep
       1846  735 0010A6B0 _sopen
       1847  736 0010A780 _sopen_dispatch
       1848  737 0010A8A0 _sopen_s
       1849  738 0001DC60 _spawnl
       1850  739 0001DCA0 _spawnle
       1851  73A 0001E150 _spawnlp
       1852  73B 0001E190 _spawnlpe
       1853  73C 0001E870 _spawnv
       1854  73D 0001E880 _spawnve
       1855  73E 0001F910 _spawnvp
       1856  73F 0001F920 _spawnvpe
       1857  740 000FF5A0 _splitpath
       1858  741 000FF5F0 _splitpath_s
       1859  742 001037B0 _stat32
       1860  743 001037E0 _stat32i64
       1861  744 00103810 _stat64
       1862  745 00103840 _stat64i32
       1863  746 00130180 _statusfp
       1864  747 000BD9A0 _strcoll_l
       1865  748 00117BE0 _strdate
       1866  749 00117C00 _strdate_s
       1867  74A 000BEC60 _strdup
       1868  74B 000BEC90 _strdup_dbg
       1869  74C 0006D7A0 _strerror
       1870  74D 0006D7C0 _strerror_s
       1871  74E 001188F0 _strftime_l
       1872  74F 000BEDF0 _stricmp
       1873  750 000BEF90 _stricmp_l
       1874  751 000BF1E0 _stricoll
       1875  752 000BF230 _stricoll_l
       1876  753 000BFD10 _strlwr
       1877  754 000BFE50 _strlwr_l
       1878  755 000BFE90 _strlwr_s
       1879  756 000BFEC0 _strlwr_s_l
       1880  757 000C0990 _strncoll
       1881  758 000C0BF0 _strncoll_l
       1882  759 000C18A0 _strnicmp
       1883  75A 000C1B00 _strnicmp_l
       1884  75B 000C1E40 _strnicoll
       1885  75C 000C1EA0 _strnicoll_l
       1886  75D 001295C0 _strnset
       1887  75E 000C3C50 _strnset_s
       1888  75F 00129630 _strrev
       1889  760 001296E0 _strset
       1890  761 000C4A30 _strset_s
       1891  762 001190F0 _strtime
       1892  763 00119110 _strtime_s
       1893  764 000494F0 _strtod_l
       1894  765 00049530 _strtof_l
       1895  766 00049830 _strtoi64
       1896  767 00049870 _strtoi64_l
       1897  768 00049870 _strtoimax_l
       1898  769 000498B0 _strtol_l
       1899  76A 000494F0 _strtold_l
       1900  76B 00049870 _strtoll_l
       1901  76C 000498F0 _strtoui64
       1902  76D 00049930 _strtoui64_l
       1903  76E 00049970 _strtoul_l
       1904  76F 00049930 _strtoull_l
       1905  770 00049930 _strtoumax_l
       1906  771 000C60B0 _strupr
       1907  772 000C61F0 _strupr_l
       1908  773 000C6230 _strupr_s
       1909  774 000C6260 _strupr_s_l
       1910  775 000C62C0 _strxfrm_l
       1911  776 00049C30 _swab
       1912  777 0010E670 _tell
       1913  778 0010E6A0 _telli64
       1914  779 000B4F30 _tempnam
       1915  77A 000B4F70 _tempnam_dbg
       1916  77B 00119830 _time32
       1917  77C 00119850 _time64
       1918  77D 00119870 _timespec32_get
       1919  77E 001198A0 _timespec64_get
       1920  77F 0004A210 _tolower
       1921  780 0004A230 _tolower_l
       1922  781 0004A260 _toupper
       1923  782 0004A2B0 _toupper_l
       1924  783 0004A3D0 _towlower_l
       1925  784 0004A580 _towupper_l
       1926  785 0011B3F0 _tzset
       1927  786 0004EC80 _ui64toa
       1928  787 0004ECD0 _ui64toa_s
       1929  788 0004ED20 _ui64tow
       1930  789 0004ED70 _ui64tow_s
       1931  78A 0004EDC0 _ultoa
       1932  78B 0004EE10 _ultoa_s
       1933  78C 0004EE50 _ultow
       1934  78D 0004EEA0 _ultow_s
       1935  78E 0010E760 _umask
       1936  78F 0010E7A0 _umask_s
       1937  790 000B6CB0 _ungetc_nolock
       1938  791 00016CA0 _ungetch
       1939  792 00016CE0 _ungetch_nolock
       1940  793 000B75B0 _ungetwc_nolock
       1941  794 00017130 _ungetwch
       1942  795 00017170 _ungetwch_nolock
       1943  796 00103930 _unlink
       1944  797 0001DBB0 _unloaddll
       1945  798 000B8710 _unlock_file
       1946  799 000565E0 _unlock_locales
       1947  79A 0011C360 _utime32
       1948  79B 0011C390 _utime64
       1949  79C 001039E0 _waccess
       1950  79D 00103A20 _waccess_s
       1951  79E 001125E0 _wasctime
       1952  79F 00112600 _wasctime_s
       1953  7A0 000739F0 _wassert
       1954  7A1 00027ED0 _wchdir
       1955  7A2 00103C80 _wchmod
       1956  7A3 00105040 _wcreat
       1957  7A4 000633C0 _wcreate_locale
       1958  7A5 000C70A0 _wcscoll_l
       1959  7A6 000C7B10 _wcsdup
       1960  7A7 000C7B40 _wcsdup_dbg
       1961  7A8 0006C6D0 _wcserror
       1962  7A9 0006C6F0 _wcserror_s
       1963  7AA 00121B20 _wcsftime_l
       1964  7AB 000C7CF0 _wcsicmp
       1965  7AC 000C7E90 _wcsicmp_l
       1966  7AD 000C8130 _wcsicoll
       1967  7AE 000C82D0 _wcsicoll_l
       1968  7AF 000C8C30 _wcslwr
       1969  7B0 000C8D70 _wcslwr_l
       1970  7B1 000C8DB0 _wcslwr_s
       1971  7B2 000C8DE0 _wcslwr_s_l
       1972  7B3 000C97E0 _wcsncoll
       1973  7B4 000C9A40 _wcsncoll_l
       1974  7B5 000CA640 _wcsnicmp
       1975  7B6 000CA7F0 _wcsnicmp_l
       1976  7B7 000CAAD0 _wcsnicoll
       1977  7B8 000CAD30 _wcsnicoll_l
       1978  7B9 000CB070 _wcsnset
       1979  7BA 000CB4E0 _wcsnset_s
       1980  7BB 000CB5A0 _wcsrev
       1981  7BC 000CB650 _wcsset
       1982  7BD 000CBA00 _wcsset_s
       1983  7BE 00049570 _wcstod_l
       1984  7BF 000495B0 _wcstof_l
       1985  7C0 000499B0 _wcstoi64
       1986  7C1 000499F0 _wcstoi64_l
       1987  7C2 000499F0 _wcstoimax_l
       1988  7C3 00049A30 _wcstol_l
       1989  7C4 00049570 _wcstold_l
       1990  7C5 000499F0 _wcstoll_l
       1991  7C6 0004C250 _wcstombs_l
       1992  7C7 0004C290 _wcstombs_s_l
       1993  7C8 00049A70 _wcstoui64
       1994  7C9 00049AB0 _wcstoui64_l
       1995  7CA 00049AF0 _wcstoul_l
       1996  7CB 00049AB0 _wcstoull_l
       1997  7CC 00049AB0 _wcstoumax_l
       1998  7CD 000CC5A0 _wcsupr
       1999  7CE 000CC6E0 _wcsupr_l
       2000  7CF 000CC720 _wcsupr_s
       2001  7D0 000CC750 _wcsupr_s_l
       2002  7D1 000CC7B0 _wcsxfrm_l
       2003  7D2 00113C50 _wctime32
       2004  7D3 00113C70 _wctime32_s
       2005  7D4 00113CB0 _wctime64
