
Dump of file C:\Windows\System32\ucrtbased.dll

File Type: DLL

  Section contains the following exports for ucrtbased.dll

    00000000 characteristics
    B8B20920 time date stamp
        0.00 version
           1 ordinal base
        2547 number of functions
        2547 number of names

    ordinal hint RVA      name

        685  2AC 00026710 _mbsrev_l
        686  2AD 00026A40 _mbsset
        687  2AE 000268D0 _mbsset_l
        688  2AF 00026A50 _mbsset_s
        689  2B0 00026A60 _mbsset_s_l
        690  2B1 00026E90 _mbsspn
        691  2B2 00026D30 _mbsspn_l
        692  2B3 00027000 _mbsspnp
        693  2B4 00026EA0 _mbsspnp_l
        694  2B5 00027180 _mbsstr
        695  2B6 00027010 _mbsstr_l
        696  2B7 000271E0 _mbstok
        697  2B8 00027190 _mbstok_l
        698  2B9 00027440 _mbstok_s
        699  2BA 000271F0 _mbstok_s_l
        700  2BB 00048130 _mbstowcs_l
        701  2BC 00048170 _mbstowcs_s_l
        702  2BD 0004FE20 _mbstrlen
        703  2BE 0004FE60 _mbstrlen_l
        704  2BF 0004FE90 _mbstrnlen
        705  2C0 0004FEC0 _mbstrnlen_l
        706  2C1 00027710 _mbsupr
        707  2C2 000276D0 _mbsupr_l
        708  2C3 000276C0 _mbsupr_s
        709  2C4 00027450 _mbsupr_s_l
        710  2C5 000487F0 _mbtowc_l
        711  2C6 00129520 _memccpy
        712  2C7 000BCCC0 _memicmp
        713  2C8 000BCE80 _memicmp_l
        714  2C9 000FCAC0 _mkdir
        715  2CA 001173E0 _mkgmtime32
        716  2CB 00117400 _mkgmtime64
        717  2CC 00108D40 _mktemp
        718  2CD 00108D60 _mktemp_s
        719  2CE 00117420 _mktime32
        720  2CF 00117440 _mktime64
        721  2D0 00055530 _msize
        722  2D1 00054A20 _msize_dbg
        723  2D2 001306A0 _nextafter
        724  2D3 001306D0 _nextafterf
        725  2D4 0002CD70 _o__Getdays
        726  2D5 0002CD90 _o__Getmonths
        727  2D6 0002CDB0 _o__Gettnames
        728  2D7 0002CDD0 _o__Strftime
        729  2D8 0002CE30 _o__W_Getdays
        730  2D9 0002CE50 _o__W_Getmonths
        731  2DA 0002CE70 _o__W_Gettnames
        732  2DB 0002CE90 _o__Wcsftime
        733  2DC 0002CEF0 _o____lc_codepage_func
        734  2DD 0002CF10 _o____lc_collate_cp_func
        735  2DE 0002CF30 _o____lc_locale_name_func
        736  2DF 0002CF50 _o____mb_cur_max_func
        737  2E0 0002CF70 _o___acrt_iob_func
        738  2E1 0002CFA0 _o___conio_common_vcprintf
        739  2E2 0002CFF0 _o___conio_common_vcprintf_p
        740  2E3 0002D040 _o___conio_common_vcprintf_s
        741  2E4 0002D090 _o___conio_common_vcscanf
        742  2E5 0002D0E0 _o___conio_common_vcwprintf
        743  2E6 0002D130 _o___conio_common_vcwprintf_p
        744  2E7 0002D180 _o___conio_common_vcwprintf_s
        745  2E8 0002D1D0 _o___conio_common_vcwscanf
        746  2E9 0002D220 _o___daylight
        747  2EA 0002D240 _o___dstbias
        748  2EB 0002D260 _o___fpe_flt_rounds
        749  2EC 0002D280 _o___p___argc
        750  2ED 0002D2A0 _o___p___argv
        751  2EE 0002D2C0 _o___p___wargv
        752  2EF 0002D2E0 _o___p__acmdln
        753  2F0 0002D300 _o___p__commode
        754  2F1 0002D320 _o___p__environ
        755  2F2 0002D340 _o___p__fmode
        756  2F3 0002D360 _o___p__mbcasemap
        757  2F4 0002D380 _o___p__mbctype
        758  2F5 0002D3A0 _o___p__pgmptr
        759  2F6 0002D3C0 _o___p__wcmdln
        760  2F7 0002D3E0 _o___p__wenviron
        761  2F8 0002D400 _o___p__wpgmptr
        762  2F9 0002D420 _o___pctype_func
        763  2FA 0002D440 _o___pwctype_func
        764  2FB 0002D460 _o___std_exception_copy
        765  2FC 0002D490 _o___std_exception_destroy
        766  2FD 0002D4C0 _o___std_type_info_destroy_list
        767  2FE 0002D4F0 _o___std_type_info_name
        768  2FF 0002D520 _o___stdio_common_vfprintf
        769  300 0002D580 _o___stdio_common_vfprintf_p
        770  301 0002D5E0 _o___stdio_common_vfprintf_s
        771  302 0002D640 _o___stdio_common_vfscanf
        772  303 0002D6A0 _o___stdio_common_vfwprintf
        773  304 0002D700 _o___stdio_common_vfwprintf_p
        774  305 0002D760 _o___stdio_common_vfwprintf_s
        775  306 0002D7C0 _o___stdio_common_vfwscanf
        776  307 0002D820 _o___stdio_common_vsnprintf_s
        777  308 0002D890 _o___stdio_common_vsnwprintf_s
        778  309 0002D900 _o___stdio_common_vsprintf
        779  30A 0002D960 _o___stdio_common_vsprintf_p
        780  30B 0002D9C0 _o___stdio_common_vsprintf_s
        781  30C 0002DA20 _o___stdio_common_vsscanf
        782  30D 0002DA80 _o___stdio_common_vswprintf
        783  30E 0002DAE0 _o___stdio_common_vswprintf_p
        784  30F 0002DB40 _o___stdio_common_vswprintf_s
        785  310 0002DBA0 _o___stdio_common_vswscanf
        786  311 0002DC00 _o___timezone
        787  312 0002DC20 _o___tzname
        788  313 0002DC40 _o___wcserror
        789  314 0002DC70 _o__access
        790  315 0002DCA0 _o__access_s
        791  316 0002DCD0 _o__aligned_free
        792  317 0002DD00 _o__aligned_malloc
        793  318 0002DD30 _o__aligned_msize
        794  319 0002DD70 _o__aligned_offset_malloc
        795  31A 0002DDB0 _o__aligned_offset_realloc
        796  31B 0002DE00 _o__aligned_offset_recalloc
        797  31C 0002DE60 _o__aligned_realloc
        798  31D 0002DEA0 _o__aligned_recalloc
        799  31E 0002DEF0 _o__atodbl
        800  31F 0002DF20 _o__atodbl_l
        801  320 0002DF60 _o__atof_l
        802  321 0002DF90 _o__atoflt
        803  322 0002DFC0 _o__atoflt_l
        804  323 0002E000 _o__atoi64
        805  324 0002E030 _o__atoi64_l
        806  325 0002E060 _o__atoi_l
        807  326 0002E060 _o__atol_l
        808  327 0002E090 _o__atoldbl
        809  328 0002E0C0 _o__atoldbl_l
        810  329 0002E030 _o__atoll_l
        811  32A 0002E100 _o__beep
        812  32B 0002E130 _o__beginthread
        813  32C 0002E170 _o__beginthreadex
        814  32D 0002E1D0 _o__cabs
        815  32E 0002E210 _o__callnewh
        816  32F 0002E240 _o__calloc_base
        817  330 0002E270 _o__cexit
        818  331 0002E290 _o__cgets
        819  332 0002E2C0 _o__cgets_s
        820  333 0002E300 _o__cgetws
        821  334 0002E330 _o__cgetws_s
        822  335 0002E370 _o__chdir
        823  336 0002E3A0 _o__chdrive
        824  337 0002E3D0 _o__chmod
        825  338 0002E400 _o__chsize
        826  339 0002E430 _o__chsize_s
        827  33A 0002E460 _o__close
        828  33B 0002E490 _o__commit
        829  33C 0002E4C0 _o__configthreadlocale
        830  33D 0002E4F0 _o__configure_narrow_argv
        831  33E 0002E520 _o__configure_wide_argv
        832  33F 0002E550 _o__controlfp_s
        833  340 0002E590 _o__cputs
        834  341 0002E5C0 _o__cputws
        835  342 0002E5F0 _o__creat
        836  343 0002E620 _o__create_locale
        837  344 0002E650 _o__crt_atexit
        838  345 0002E680 _o__ctime32_s
        839  346 0002E6C0 _o__ctime64_s
        840  347 0002E700 _o__cwait
        841  348 0002E740 _o__d_int
        842  349 0002E770 _o__dclass
        843  34A 0002E7A0 _o__difftime32
        844  34B 0002E7D0 _o__difftime64
        845  34C 0002E800 _o__dlog
        846  34D 0002E830 _o__dnorm
        847  34E 0002E860 _o__dpcomp
        848  34F 0002E8A0 _o__dpoly
        849  350 0002E8E0 _o__dscale
        850  351 0002E910 _o__dsign
        851  352 0002E940 _o__dsin
        852  353 0002E970 _o__dtest
        853  354 0002E9A0 _o__dunscale
        854  355 0002E9D0 _o__dup
        855  356 0002EA00 _o__dup2
        856  357 0002EA30 _o__dupenv_s
        857  358 0002EA70 _o__ecvt
        858  359 0002EAC0 _o__ecvt_s
        859  35A 0002EB20 _o__endthread
        860  35B 0002EB40 _o__endthreadex
        861  35C 0002EB70 _o__eof
        862  35D 0002EBA0 _o__errno
        863  35E 0002EBC0 _o__except1
        864  35F 0002EC20 _o__execute_onexit_table
        865  360 0002EC50 _o__execv
        866  361 0002EC80 _o__execve
        867  362 0002ECC0 _o__execvp
        868  363 0002ECF0 _o__execvpe
        869  364 0002ED30 _o__exit
        870  365 0002ED60 _o__expand
        871  366 0002ED90 _o__fclose_nolock
        872  367 0002EDC0 _o__fcloseall
        873  368 0002EDE0 _o__fcvt
        874  369 0002EE30 _o__fcvt_s
        875  36A 0002EE90 _o__fd_int
        876  36B 0002EEC0 _o__fdclass
        877  36C 0002EEF0 _o__fdexp
        878  36D 0002EF30 _o__fdlog
        879  36E 0002EF60 _o__fdopen
        880  36F 0002EF90 _o__fdpcomp
        881  370 0002EFD0 _o__fdpoly
        882  371 0002F010 _o__fdscale
        883  372 0002F040 _o__fdsign
        884  373 0002F070 _o__fdsin
        885  374 0002F0A0 _o__fflush_nolock
        886  375 0002F0D0 _o__fgetc_nolock
        887  376 0002F100 _o__fgetchar
        888  377 0002F120 _o__fgetwc_nolock
        889  378 0002F150 _o__fgetwchar
        890  379 0002F170 _o__filelength
        891  37A 0002F1A0 _o__filelengthi64
        892  37B 0002F1D0 _o__fileno
        893  37C 0002F200 _o__findclose
        894  37D 0002F230 _o__findfirst32
        895  37E 0002F260 _o__findfirst32i64
        896  37F 0002F290 _o__findfirst64
        897  380 0002F2C0 _o__findfirst64i32
        898  381 0002F2F0 _o__findnext32
        899  382 0002F320 _o__findnext32i64
        900  383 0002F350 _o__findnext64
        901  384 0002F380 _o__findnext64i32
        902  385 0002F3B0 _o__flushall
        903  386 0002F3D0 _o__fpclass
        904  387 0002F400 _o__fpclassf
        905  388 0002F430 _o__fputc_nolock
        906  389 0002F460 _o__fputchar
        907  38A 0002F490 _o__fputwc_nolock
        908  38B 0002F4C0 _o__fputwchar
        909  38C 0002F4F0 _o__fread_nolock
        910  38D 0002F540 _o__fread_nolock_s
        911  38E 0002F5A0 _o__free_base
        912  38F 0002F5D0 _o__free_locale
        913  390 0002F600 _o__fseek_nolock
        914  391 0002F640 _o__fseeki64
        915  392 0002F680 _o__fseeki64_nolock
        916  393 0002F6C0 _o__fsopen
        917  394 0002F700 _o__fstat32
        918  395 0002F730 _o__fstat32i64
        919  396 0002F760 _o__fstat64
        920  397 0002F790 _o__fstat64i32
        921  398 0002F7C0 _o__ftell_nolock
        922  399 0002F7F0 _o__ftelli64
        923  39A 0002F820 _o__ftelli64_nolock
        924  39B 0002F850 _o__ftime32
        925  39C 0002F880 _o__ftime32_s
        926  39D 0002F8B0 _o__ftime64
        927  39E 0002F8E0 _o__ftime64_s
        928  39F 0002F910 _o__fullpath
        929  3A0 0002F950 _o__futime32
        930  3A1 0002F980 _o__futime64
        931  3A2 0002F9B0 _o__fwrite_nolock
        932  3A3 0002FA00 _o__gcvt
        933  3A4 0002FA40 _o__gcvt_s
        934  3A5 0002FA90 _o__get_daylight
        935  3A6 0002FAC0 _o__get_doserrno
        936  3A7 0002FAF0 _o__get_dstbias
        937  3A8 0002FB20 _o__get_errno
        938  3A9 0002FB50 _o__get_fmode
        939  3AA 0002FB80 _o__get_heap_handle
        940  3AB 0002FBA0 _o__get_initial_narrow_environment
        941  3AC 0002FBC0 _o__get_initial_wide_environment
        942  3AD 0002FBE0 _o__get_invalid_parameter_handler
        943  3AE 0002FC00 _o__get_narrow_winmain_command_line
        944  3AF 0002FC20 _o__get_osfhandle
        945  3B0 0002FC50 _o__get_pgmptr
        946  3B1 0002FC80 _o__get_stream_buffer_pointers
        947  3B2 0002FCD0 _o__get_terminate
        948  3B3 0002FCF0 _o__get_thread_local_invalid_parameter_handler
        949  3B4 0002FD10 _o__get_timezone
        950  3B5 0002FD40 _o__get_tzname
        951  3B6 0002FD90 _o__get_wide_winmain_command_line
        952  3B7 0002FDB0 _o__get_wpgmptr
        953  3B8 0002FDE0 _o__getc_nolock
        954  3B9 0002FE10 _o__getch
        955  3BA 0002FE30 _o__getch_nolock
        956  3BB 0002FE50 _o__getche
        957  3BC 0002FE70 _o__getche_nolock
        958  3BD 0002FE90 _o__getcwd
        959  3BE 0002FEC0 _o__getdcwd
        960  3BF 0002FF00 _o__getdiskfree
        961  3C0 0002FF30 _o__getdllprocaddr
        962  3C1 0002FF70 _o__getdrive
        963  3C2 0002FF90 _o__getdrives
        964  3C3 0002FFB0 _o__getmbcp
        965  3C4 0002FFD0 _o__getsystime
        966  3C5 00030000 _o__getw
        967  3C6 00030030 _o__getwc_nolock
        968  3C7 00030060 _o__getwch
        969  3C8 00030080 _o__getwch_nolock
        970  3C9 000300A0 _o__getwche
        971  3CA 000300C0 _o__getwche_nolock
        972  3CB 000300E0 _o__getws
        973  3CC 00030110 _o__getws_s
        974  3CD 00030140 _o__gmtime32
        975  3CE 00030170 _o__gmtime32_s
        976  3CF 000301A0 _o__gmtime64
        977  3D0 000301D0 _o__gmtime64_s
        978  3D1 00030200 _o__heapchk
        979  3D2 00030220 _o__heapmin
        980  3D3 00030240 _o__hypot
        981  3D4 00030280 _o__hypotf
        982  3D5 000302C0 _o__i64toa
        983  3D6 00030300 _o__i64toa_s
        984  3D7 00030350 _o__i64tow
        985  3D8 00030390 _o__i64tow_s
        986  3D9 000303E0 _o__initialize_narrow_environment
        987  3DA 00030400 _o__initialize_onexit_table
        988  3DB 00030430 _o__initialize_wide_environment
        989  3DC 00030450 _o__invalid_parameter_noinfo
        990  3DD 00030470 _o__invalid_parameter_noinfo_noreturn
        991  3DE 00030490 _o__isatty
        992  3DF 000304C0 _o__isctype
        993  3E0 000304F0 _o__isctype_l
        994  3E1 00030530 _o__isleadbyte_l
        995  3E2 00030560 _o__ismbbalnum
        996  3E3 00030590 _o__ismbbalnum_l
        997  3E4 000305C0 _o__ismbbalpha
        998  3E5 000305F0 _o__ismbbalpha_l
        999  3E6 00030620 _o__ismbbblank
       1000  3E7 00030650 _o__ismbbblank_l
       1001  3E8 00030680 _o__ismbbgraph
       1002  3E9 000306B0 _o__ismbbgraph_l
       1003  3EA 000306E0 _o__ismbbkalnum
       1004  3EB 00030710 _o__ismbbkalnum_l
       1005  3EC 00030740 _o__ismbbkana
       1006  3ED 00030770 _o__ismbbkana_l
       1007  3EE 000307A0 _o__ismbbkprint
       1008  3EF 000307D0 _o__ismbbkprint_l
       1009  3F0 00030800 _o__ismbbkpunct
       1010  3F1 00030830 _o__ismbbkpunct_l
       1011  3F2 00030860 _o__ismbblead
       1012  3F3 00030890 _o__ismbblead_l
       1013  3F4 000308C0 _o__ismbbprint
       1014  3F5 000308F0 _o__ismbbprint_l
       1015  3F6 00030920 _o__ismbbpunct
       1016  3F7 00030950 _o__ismbbpunct_l
       1017  3F8 00030980 _o__ismbbtrail
       1018  3F9 000309B0 _o__ismbbtrail_l
       1019  3FA 000309E0 _o__ismbcalnum
       1020  3FB 00030A10 _o__ismbcalnum_l
       1021  3FC 00030A40 _o__ismbcalpha
       1022  3FD 00030A70 _o__ismbcalpha_l
       1023  3FE 00030AA0 _o__ismbcblank
       1024  3FF 00030AD0 _o__ismbcblank_l
       1025  400 00030B00 _o__ismbcdigit
       1026  401 00030B30 _o__ismbcdigit_l
       1027  402 00030B60 _o__ismbcgraph
       1028  403 00030B90 _o__ismbcgraph_l
       1029  404 00030BC0 _o__ismbchira
       1030  405 00030BF0 _o__ismbchira_l
       1031  406 00030C20 _o__ismbckata
       1032  407 00030C50 _o__ismbckata_l
       1033  408 00030C80 _o__ismbcl0
       1034  409 00030CB0 _o__ismbcl0_l
       1035  40A 00030CE0 _o__ismbcl1
       1036  40B 00030D10 _o__ismbcl1_l
       1037  40C 00030D40 _o__ismbcl2
       1038  40D 00030D70 _o__ismbcl2_l
       1039  40E 00030DA0 _o__ismbclegal
       1040  40F 00030DD0 _o__ismbclegal_l
       1041  410 00030E00 _o__ismbclower
       1042  411 00030E30 _o__ismbclower_l
       1043  412 00030E60 _o__ismbcprint
       1044  413 00030E90 _o__ismbcprint_l
       1045  414 00030EC0 _o__ismbcpunct
       1046  415 00030EF0 _o__ismbcpunct_l
       1047  416 00030F20 _o__ismbcspace
       1048  417 00030F50 _o__ismbcspace_l
       1049  418 00030F80 _o__ismbcsymbol
       1050  419 00030FB0 _o__ismbcsymbol_l
       1051  41A 00030FE0 _o__ismbcupper
       1052  41B 00031010 _o__ismbcupper_l
       1053  41C 00031040 _o__ismbslead
       1054  41D 00031070 _o__ismbslead_l
       1055  41E 000310B0 _o__ismbstrail
       1056  41F 000310E0 _o__ismbstrail_l
       1057  420 00031120 _o__iswctype_l
       1058  421 00031160 _o__itoa
       1059  422 000311A0 _o__itoa_s
       1060  423 000311F0 _o__itow
       1061  424 00031230 _o__itow_s
       1062  425 00031280 _o__j0
       1063  426 000312B0 _o__j1
       1064  427 000312E0 _o__jn
       1065  428 00031310 _o__kbhit
       1066  429 00031330 _o__ld_int
       1067  42A 00031360 _o__ldclass
       1068  42B 00031390 _o__ldexp
       1069  42C 000313D0 _o__ldlog
       1070  42D 00031400 _o__ldpcomp
       1071  42E 0002E8A0 _o__ldpoly
       1072  42F 00031440 _o__ldscale
       1073  430 0002E910 _o__ldsign
       1074  431 00031470 _o__ldsin
       1075  432 000314A0 _o__ldtest
       1076  433 000314D0 _o__ldunscale
       1077  434 00031500 _o__lfind
       1078  435 00031550 _o__lfind_s
       1079  436 000315B0 _o__loaddll
       1080  437 000315E0 _o__localtime32
       1081  438 00031610 _o__localtime32_s
       1082  439 00031640 _o__localtime64
       1083  43A 00031670 _o__localtime64_s
       1084  43B 000316A0 _o__lock_file
       1085  43C 000316D0 _o__locking
       1086  43D 00031710 _o__logb
       1087  43E 00031740 _o__logbf
       1088  43F 00031770 _o__lsearch
       1089  440 000317C0 _o__lsearch_s
       1090  441 00031820 _o__lseek
       1091  442 00031860 _o__lseeki64
       1092  443 00031160 _o__ltoa
       1093  444 000311A0 _o__ltoa_s
       1094  445 000311F0 _o__ltow
       1095  446 00031230 _o__ltow_s
       1096  447 000318A0 _o__makepath
       1097  448 00031900 _o__makepath_s
       1098  449 00031960 _o__malloc_base
       1099  44A 00031990 _o__mbbtombc
       1100  44B 000319C0 _o__mbbtombc_l
       1101  44C 000319F0 _o__mbbtype
       1102  44D 00031A20 _o__mbbtype_l
       1103  44E 00031A60 _o__mbccpy
       1104  44F 00031A90 _o__mbccpy_l
       1105  450 00031AD0 _o__mbccpy_s
       1106  451 00031B20 _o__mbccpy_s_l
       1107  452 00031B80 _o__mbcjistojms
       1108  453 00031BB0 _o__mbcjistojms_l
       1109  454 00031BE0 _o__mbcjmstojis
       1110  455 00031C10 _o__mbcjmstojis_l
       1111  456 00031C40 _o__mbclen
       1112  457 00031C70 _o__mbclen_l
       1113  458 00031CA0 _o__mbctohira
       1114  459 00031CD0 _o__mbctohira_l
       1115  45A 00031D00 _o__mbctokata
       1116  45B 00031D30 _o__mbctokata_l
       1117  45C 00031D60 _o__mbctolower
       1118  45D 00031D90 _o__mbctolower_l
       1119  45E 00031DC0 _o__mbctombb
       1120  45F 00031DF0 _o__mbctombb_l
       1121  460 00031E20 _o__mbctoupper
       1122  461 00031E50 _o__mbctoupper_l
       1123  462 00031E80 _o__mblen_l
       1124  463 00031EC0 _o__mbsbtype
       1125  464 00031EF0 _o__mbsbtype_l
       1126  465 00031F30 _o__mbscat_s
       1127  466 00031F70 _o__mbscat_s_l
       1128  467 00031FC0 _o__mbschr
       1129  468 00031FF0 _o__mbschr_l
       1130  469 00032030 _o__mbscmp
       1131  46A 00032060 _o__mbscmp_l
       1132  46B 000320A0 _o__mbscoll
       1133  46C 000320D0 _o__mbscoll_l
       1134  46D 00032110 _o__mbscpy_s
       1135  46E 00032150 _o__mbscpy_s_l
       1136  46F 000321A0 _o__mbscspn
       1137  470 000321D0 _o__mbscspn_l
       1138  471 00032210 _o__mbsdec
       1139  472 00032240 _o__mbsdec_l
       1140  473 00032280 _o__mbsicmp
       1141  474 000322B0 _o__mbsicmp_l
       1142  475 000322F0 _o__mbsicoll
       1143  476 00032320 _o__mbsicoll_l
       1144  477 00032360 _o__mbsinc
       1145  478 00032390 _o__mbsinc_l
       1146  479 000323C0 _o__mbslen
       1147  47A 000323F0 _o__mbslen_l
       1148  47B 00032420 _o__mbslwr
       1149  47C 00032450 _o__mbslwr_l
       1150  47D 00032480 _o__mbslwr_s
       1151  47E 000324B0 _o__mbslwr_s_l
       1152  47F 000324F0 _o__mbsnbcat
       1153  480 00032530 _o__mbsnbcat_l
       1154  481 00032580 _o__mbsnbcat_s
       1155  482 000325D0 _o__mbsnbcat_s_l
       1156  483 00032630 _o__mbsnbcmp
       1157  484 00032670 _o__mbsnbcmp_l
       1158  485 000326C0 _o__mbsnbcnt
       1159  486 000326F0 _o__mbsnbcnt_l
       1160  487 00032730 _o__mbsnbcoll
       1161  488 00032770 _o__mbsnbcoll_l
       1162  489 000327C0 _o__mbsnbcpy
       1163  48A 00032800 _o__mbsnbcpy_l
       1164  48B 00032850 _o__mbsnbcpy_s
       1165  48C 000328A0 _o__mbsnbcpy_s_l
       1166  48D 00032900 _o__mbsnbicmp
       1167  48E 00032940 _o__mbsnbicmp_l
       1168  48F 00032990 _o__mbsnbicoll
       1169  490 000329D0 _o__mbsnbicoll_l
       1170  491 00032A20 _o__mbsnbset
       1171  492 00032A60 _o__mbsnbset_l
       1172  493 00032AB0 _o__mbsnbset_s
       1173  494 00032B00 _o__mbsnbset_s_l
       1174  495 00032B60 _o__mbsncat
       1175  496 00032BA0 _o__mbsncat_l
       1176  497 00032BF0 _o__mbsncat_s
       1177  498 00032C40 _o__mbsncat_s_l
       1178  499 00032CA0 _o__mbsnccnt
       1179  49A 00032CD0 _o__mbsnccnt_l
       1180  49B 00032D10 _o__mbsncmp
       1181  49C 00032D50 _o__mbsncmp_l
       1182  49D 00032DA0 _o__mbsncoll
       1183  49E 00032DE0 _o__mbsncoll_l
       1184  49F 00032E30 _o__mbsncpy
       1185  4A0 00032E70 _o__mbsncpy_l
       1186  4A1 00032EC0 _o__mbsncpy_s
       1187  4A2 00032F10 _o__mbsncpy_s_l
       1188  4A3 00032F70 _o__mbsnextc
       1189  4A4 00032FA0 _o__mbsnextc_l
       1190  4A5 00032FD0 _o__mbsnicmp
       1191  4A6 00033010 _o__mbsnicmp_l
       1192  4A7 00033060 _o__mbsnicoll
       1193  4A8 000330A0 _o__mbsnicoll_l
       1194  4A9 000330F0 _o__mbsninc
       1195  4AA 00033120 _o__mbsninc_l
       1196  4AB 00033160 _o__mbsnlen
       1197  4AC 00033190 _o__mbsnlen_l
       1198  4AD 000331D0 _o__mbsnset
       1199  4AE 00033210 _o__mbsnset_l
       1200  4AF 00033260 _o__mbsnset_s
       1201  4B0 000332B0 _o__mbsnset_s_l
       1202  4B1 00033310 _o__mbspbrk
       1203  4B2 00033340 _o__mbspbrk_l
       1204  4B3 00033380 _o__mbsrchr
       1205  4B4 000333B0 _o__mbsrchr_l
       1206  4B5 000333F0 _o__mbsrev
       1207  4B6 00033420 _o__mbsrev_l
       1208  4B7 00033450 _o__mbsset
       1209  4B8 00033480 _o__mbsset_l
       1210  4B9 000334C0 _o__mbsset_s
       1211  4BA 00033500 _o__mbsset_s_l
       1212  4BB 00033550 _o__mbsspn
       1213  4BC 00033580 _o__mbsspn_l
       1214  4BD 000335C0 _o__mbsspnp
       1215  4BE 000335F0 _o__mbsspnp_l
       1216  4BF 00033630 _o__mbsstr
       1217  4C0 00033660 _o__mbsstr_l
       1218  4C1 000336A0 _o__mbstok
       1219  4C2 000336D0 _o__mbstok_l
       1220  4C3 00033710 _o__mbstok_s
       1221  4C4 00033750 _o__mbstok_s_l
       1222  4C5 000337A0 _o__mbstowcs_l
       1223  4C6 000337F0 _o__mbstowcs_s_l
       1224  4C7 00033850 _o__mbstrlen
       1225  4C8 00033880 _o__mbstrlen_l
       1226  4C9 000338B0 _o__mbstrnlen
       1227  4CA 000338E0 _o__mbstrnlen_l
       1228  4CB 00033920 _o__mbsupr
       1229  4CC 00033950 _o__mbsupr_l
       1230  4CD 00033980 _o__mbsupr_s
       1231  4CE 000339B0 _o__mbsupr_s_l
       1232  4CF 000339F0 _o__mbtowc_l
       1233  4D0 00033A40 _o__memicmp
       1234  4D1 00033A80 _o__memicmp_l
       1235  4D2 00033AD0 _o__mkdir
       1236  4D3 00033B00 _o__mkgmtime32
       1237  4D4 00033B30 _o__mkgmtime64
       1238  4D5 00033B60 _o__mktemp
       1239  4D6 00033B90 _o__mktemp_s
       1240  4D7 00033BC0 _o__mktime32
       1241  4D8 00033BF0 _o__mktime64
       1242  4D9 00033C20 _o__msize
       1243  4DA 00033C50 _o__nextafter
       1244  4DB 00033C90 _o__nextafterf
       1245  4DC 00033CD0 _o__open_osfhandle
       1246  4DD 00033D00 _o__pclose
       1247  4DE 00033D30 _o__pipe
       1248  4DF 00033D70 _o__popen
       1249  4E0 00033DA0 _o__purecall
       1250  4E1 00033DC0 _o__putc_nolock
       1251  4E2 00033DF0 _o__putch
       1252  4E3 00033E20 _o__putch_nolock
       1253  4E4 00033E50 _o__putenv
       1254  4E5 00033E80 _o__putenv_s
       1255  4E6 00033EB0 _o__putw
       1256  4E7 00033EE0 _o__putwc_nolock
       1257  4E8 00033F10 _o__putwch
       1258  4E9 00033F40 _o__putwch_nolock
       1259  4EA 00033F70 _o__putws
       1260  4EB 00033FA0 _o__read
       1261  4EC 00033FE0 _o__realloc_base
       1262  4ED 00034010 _o__recalloc
       1263  4EE 00034050 _o__register_onexit_function
       1264  4EF 00034080 _o__resetstkoflw
       1265  4F0 000340A0 _o__rmdir
       1266  4F1 000340D0 _o__rmtmp
       1267  4F2 000340F0 _o__scalb
       1268  4F3 00034120 _o__scalbf
       1269  4F4 00034150 _o__searchenv
       1270  4F5 00034190 _o__searchenv_s
       1271  4F6 000341E0 _o__seh_filter_dll
       1272  4F7 00034210 _o__seh_filter_exe
       1273  4F8 00034240 _o__set_abort_behavior
       1274  4F9 00034270 _o__set_app_type
       1275  4FA 000342A0 _o__set_doserrno
       1276  4FB 000342D0 _o__set_errno
       1277  4FC 00034300 _o__set_fmode
       1278  4FD 00034330 _o__set_invalid_parameter_handler
       1279  4FE 00034360 _o__set_new_handler
       1280  4FF 00034390 _o__set_new_mode
       1281  500 000343C0 _o__set_thread_local_invalid_parameter_handler
       1282  501 000343F0 _o__seterrormode
       1283  502 00034420 _o__setmbcp
       1284  503 00034450 _o__setmode
       1285  504 00034480 _o__setsystime
       1286  505 000344B0 _o__sleep
       1287  506 000344E0 _o__sopen
       1288  507 00034530 _o__sopen_dispatch
       1289  508 00034590 _o__sopen_s
       1290  509 000345E0 _o__spawnv
       1291  50A 00034620 _o__spawnve
       1292  50B 00034670 _o__spawnvp
       1293  50C 000346B0 _o__spawnvpe
       1294  50D 00034700 _o__splitpath
       1295  50E 00034760 _o__splitpath_s
       1296  50F 000347F0 _o__stat32
       1297  510 00034820 _o__stat32i64
       1298  511 00034850 _o__stat64
       1299  512 00034880 _o__stat64i32
       1300  513 000348B0 _o__strcoll_l
       1301  514 000348F0 _o__strdate
       1302  515 00034920 _o__strdate_s
       1303  516 00034950 _o__strdup
       1304  517 00034980 _o__strerror
       1305  518 000349B0 _o__strerror_s
       1306  519 000349F0 _o__strftime_l
       1307  51A 00034A50 _o__stricmp
       1308  51B 00034A80 _o__stricmp_l
       1309  51C 00034AC0 _o__stricoll
       1310  51D 00034AF0 _o__stricoll_l
       1311  51E 00034B30 _o__strlwr
       1312  51F 00034B60 _o__strlwr_l
       1313  520 00034B90 _o__strlwr_s
       1314  521 00034BC0 _o__strlwr_s_l
       1315  522 00034C00 _o__strncoll
       1316  523 00034C40 _o__strncoll_l
       1317  524 00034C90 _o__strnicmp
       1318  525 00034CD0 _o__strnicmp_l
       1319  526 00034D20 _o__strnicoll
       1320  527 00034D60 _o__strnicoll_l
